GEOID10,CBSA,METRO_NAME,HRS2010,INTERVAL2010
41051002802,38900,"Portland-Vancouver-Hillsboro,",1.91,2
36119005200,35620,"New York-Newark-Jersey City, N",1.91,2
21067002500,30460,"Lexington-Fayette, KY",1.91,2
34013015400,35620,"New York-Newark-Jersey City, N",1.92,2
39035123603,17460,"Cleveland-Elyria, OH",1.92,2
34007604400,37980,Philadelphia-Camden-Wilmington,1.92,2
53053060400,42660,"Seattle-Tacoma-Bellevue, WA",1.92,2
25017357400,14460,"Boston-Cambridge-Newton, MA-NH",1.93,2
36005021602,35620,"New York-Newark-Jersey City, N",1.93,2
26065000400,29620,"Lansing-East Lansing, MI",1.93,2
48309001000,47380,"Waco, TX",1.93,2
06001421400,41860,"San Francisco-Oakland-Hayward,",1.93,2
26163501400,19820,"Detroit-Warren-Dearborn, MI",1.93,2
42003141300,38300,"Pittsburgh, PA",1.93,2
06001404300,41860,"San Francisco-Oakland-Hayward,",1.93,2
36093020500,10580,"Albany-Schenectady-Troy, NY",1.93,2
06037262501,31100,"Los Angeles-Long Beach, CA",1.93,2
13121000100,12060,"Atlanta-Sandy Springs-Roswell,",1.93,2
36085005900,35620,"New York-Newark-Jersey City, N",1.93,2
39035170201,17460,"Cleveland-Elyria, OH",1.93,2
53033007800,42660,"Seattle-Tacoma-Bellevue, WA",1.94,2
34013021400,35620,"New York-Newark-Jersey City, N",1.94,2
53033010600,42660,"Seattle-Tacoma-Bellevue, WA",1.94,2
06073004300,41740,"San Diego-Carlsbad, CA",1.94,2
55079080200,33340,"Milwaukee-Waukesha-West Allis,",1.94,2
48113001102,19100,"Dallas-Fort Worth-Arlington, T",1.94,2
09009350900,35300,"New Haven-Milford, CT",1.94,2
06037143300,31100,"Los Angeles-Long Beach, CA",1.94,2
34039039700,35620,"New York-Newark-Jersey City, N",1.94,2
34039034900,35620,"New York-Newark-Jersey City, N",1.94,2
39145003300,39020,"Portsmouth, OH",1.94,2
48113001101,19100,"Dallas-Fort Worth-Arlington, T",1.95,2
34039032100,35620,"New York-Newark-Jersey City, N",1.95,2
31055005700,36540,"Omaha-Council Bluffs, NE-IA",1.95,2
41051002801,38900,"Portland-Vancouver-Hillsboro,",1.95,2
54039001500,16620,"Charleston, WV",1.95,2
25023510700,14460,"Boston-Cambridge-Newton, MA-NH",1.95,2
19061000900,20220,"Dubuque, IA",1.95,2
28049002400,27140,"Jackson, MS",1.95,2
34039033500,35620,"New York-Newark-Jersey City, N",1.95,2
34013021803,35620,"New York-Newark-Jersey City, N",1.96,2
42101012000,37980,Philadelphia-Camden-Wilmington,1.96,2
06037701201,31100,"Los Angeles-Long Beach, CA",1.96,2
29510112400,41180,"St. Louis, MO-IL",1.96,2
18003002500,23060,"Fort Wayne, IN",1.96,2
53033011600,42660,"Seattle-Tacoma-Bellevue, WA",1.96,2
36085006700,35620,"New York-Newark-Jersey City, N",1.96,2
17031800500,16980,"Chicago-Naperville-Elgin, IL-I",1.96,2
06077000900,44700,"Stockton-Lodi, CA",1.96,2
26125154000,19820,"Detroit-Warren-Dearborn, MI",1.96,2
29510108100,41180,"St. Louis, MO-IL",1.96,2
19061000802,20220,"Dubuque, IA",1.96,2
39155921500,49660,"Youngstown-Warren-Boardman, OH",1.96,2
19193000900,43580,"Sioux City, IA-NE-SD",1.97,2
26163550200,19820,"Detroit-Warren-Dearborn, MI",1.97,2
53033009800,42660,"Seattle-Tacoma-Bellevue, WA",1.97,2
19013000200,47940,"Waterloo-Cedar Falls, IA",1.97,2
51760060600,40060,"Richmond, VA",1.97,2
17115001600,19500,"Decatur, IL",1.97,2
20173001100,48620,"Wichita, KS",1.97,2
39049000210,18140,"Columbus, OH",1.97,2
37063000700,20500,"Durham-Chapel Hill, NC",1.97,2
06075012602,41860,"San Francisco-Oakland-Hayward,",1.97,2
27053110100,33460,Minneapolis-St. Paul-Bloomingt,1.98,2
55079091000,33340,"Milwaukee-Waukesha-West Allis,",1.98,2
18097361100,26900,"Indianapolis-Carmel-Anderson,",1.98,2
26163542300,19820,"Detroit-Warren-Dearborn, MI",1.98,2
36005033700,35620,"New York-Newark-Jersey City, N",1.98,2
55079005900,33340,"Milwaukee-Waukesha-West Allis,",1.98,2
44007003200,39300,"Providence-Warwick, RI-MA",1.98,2
42003432300,38300,"Pittsburgh, PA",1.98,2
48113000603,19100,"Dallas-Fort Worth-Arlington, T",1.98,2
36029010201,15380,Buffalo-Cheektowaga-Niagara Fa,1.98,2
29510108300,41180,"St. Louis, MO-IL",1.98,2
55079070300,33340,"Milwaukee-Waukesha-West Allis,",1.98,2
39049002760,18140,"Columbus, OH",1.98,2
09001021000,14860,"Bridgeport-Stamford-Norwalk, C",1.98,2
26163500500,19820,"Detroit-Warren-Dearborn, MI",1.98,2
39035177103,17460,"Cleveland-Elyria, OH",1.98,2
42003473100,38300,"Pittsburgh, PA",1.98,2
42101012100,37980,Philadelphia-Camden-Wilmington,1.98,2
55025000401,31540,"Madison, WI",1.98,2
34001013201,12100,"Atlantic City-Hammonton, NJ",1.98,2
49035103900,41620,"Salt Lake City, UT",1.98,2
20091050302,28140,"Kansas City, MO-KS",1.98,2
36005034300,35620,"New York-Newark-Jersey City, N",1.99,2
39035183603,17460,"Cleveland-Elyria, OH",1.99,2
48201410500,26420,Houston-The Woodlands-Sugar La,1.99,2
06075030302,41860,"San Francisco-Oakland-Hayward,",1.99,2
26163537500,19820,"Detroit-Warren-Dearborn, MI",1.99,2
39035141700,17460,"Cleveland-Elyria, OH",1.99,2
25017357500,14460,"Boston-Cambridge-Newton, MA-NH",1.99,2
55079003800,33340,"Milwaukee-Waukesha-West Allis,",1.99,2
26163543100,19820,"Detroit-Warren-Dearborn, MI",1.99,2
24005400600,12580,"Baltimore-Columbia-Towson, MD",1.99,2
40109102400,36420,"Oklahoma City, OK",1.99,2
29510110200,41180,"St. Louis, MO-IL",1.99,2
42101027600,37980,Philadelphia-Camden-Wilmington,1.99,2
42101025800,37980,Philadelphia-Camden-Wilmington,1.99,2
34013020902,35620,"New York-Newark-Jersey City, N",1.99,2
26163504100,19820,"Detroit-Warren-Dearborn, MI",1.99,2
36029004401,15380,Buffalo-Cheektowaga-Niagara Fa,1.99,2
42003040400,38300,"Pittsburgh, PA",1.99,2
34013021602,35620,"New York-Newark-Jersey City, N",1.99,2
31055006603,36540,"Omaha-Council Bluffs, NE-IA",1.99,2
22071011900,35380,"New Orleans-Metairie, LA",1.99,2
26163538700,19820,"Detroit-Warren-Dearborn, MI",1.99,2
36029005201,15380,Buffalo-Cheektowaga-Niagara Fa,1.99,2
12086006206,33100,Miami-Fort Lauderdale-West Pal,1.99,2
41051006002,38900,"Portland-Vancouver-Hillsboro,",1.99,2
42095010300,10900,"Allentown-Bethlehem-Easton, PA",1.99,2
29189221900,41180,"St. Louis, MO-IL",1.99,2
39113020800,19380,"Dayton, OH",1.99,2
39035185201,17460,"Cleveland-Elyria, OH",1.99,2
24510080101,12580,"Baltimore-Columbia-Towson, MD",1.99,2
34007603200,37980,Philadelphia-Camden-Wilmington,1.99,2
55079035200,33340,"Milwaukee-Waukesha-West Allis,",1.99,2
21037052800,17140,"Cincinnati, OH-KY-IN",1.99,2
42071000200,29540,"Lancaster, PA",1.99,2
24510271300,12580,"Baltimore-Columbia-Towson, MD",1.99,2
06037577504,31100,"Los Angeles-Long Beach, CA",2.00,2
06037577501,31100,"Los Angeles-Long Beach, CA",2.00,2
06075032802,41860,"San Francisco-Oakland-Hayward,",2.00,2
48245005500,13140,"Beaumont-Port Arthur, TX",2.00,2
48029190604,41700,"San Antonio-New Braunfels, TX",2.00,2
34013020800,35620,"New York-Newark-Jersey City, N",2.00,2
31055000300,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
53033002600,42660,"Seattle-Tacoma-Bellevue, WA",2.00,2
34013021801,35620,"New York-Newark-Jersey City, N",2.00,2
31055007459,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
34013020400,35620,"New York-Newark-Jersey City, N",2.00,2
40143003300,46140,"Tulsa, OK",2.00,2
31055006906,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
31055003800,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
31055006202,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
42049002500,21500,"Erie, PA",2.00,2
34013004600,35620,"New York-Newark-Jersey City, N",2.00,2
34013020700,35620,"New York-Newark-Jersey City, N",2.00,2
34013020600,35620,"New York-Newark-Jersey City, N",2.00,2
31055007468,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
36005018301,35620,"New York-Newark-Jersey City, N",2.00,2
36005040501,35620,"New York-Newark-Jersey City, N",2.00,2
36005023501,35620,"New York-Newark-Jersey City, N",2.00,2
36047014200,35620,"New York-Newark-Jersey City, N",2.00,2
36061020101,35620,"New York-Newark-Jersey City, N",2.00,2
36005041100,35620,"New York-Newark-Jersey City, N",2.00,2
36061028300,35620,"New York-Newark-Jersey City, N",2.00,2
36061027700,35620,"New York-Newark-Jersey City, N",2.00,2
36047015200,35620,"New York-Newark-Jersey City, N",2.00,2
36047065000,35620,"New York-Newark-Jersey City, N",2.00,2
36081074900,35620,"New York-Newark-Jersey City, N",2.00,2
36005041300,35620,"New York-Newark-Jersey City, N",2.00,2
36061016900,35620,"New York-Newark-Jersey City, N",2.00,2
36047075200,35620,"New York-Newark-Jersey City, N",2.00,2
36047075600,35620,"New York-Newark-Jersey City, N",2.00,2
42101031101,37980,Philadelphia-Camden-Wilmington,2.00,2
29510107500,41180,"St. Louis, MO-IL",2.00,2
42101028400,37980,Philadelphia-Camden-Wilmington,2.00,2
36047065400,35620,"New York-Newark-Jersey City, N",2.00,2
36047051400,35620,"New York-Newark-Jersey City, N",2.00,2
36081046400,35620,"New York-Newark-Jersey City, N",2.00,2
36047013000,35620,"New York-Newark-Jersey City, N",2.00,2
36047013800,35620,"New York-Newark-Jersey City, N",2.00,2
06037212701,31100,"Los Angeles-Long Beach, CA",2.00,2
36047064800,35620,"New York-Newark-Jersey City, N",2.00,2
36047006200,35620,"New York-Newark-Jersey City, N",2.00,2
36047013600,35620,"New York-Newark-Jersey City, N",2.00,2
42101031402,37980,Philadelphia-Camden-Wilmington,2.00,2
36047064400,35620,"New York-Newark-Jersey City, N",2.00,2
36047076600,35620,"New York-Newark-Jersey City, N",2.00,2
36005034500,35620,"New York-Newark-Jersey City, N",2.00,2
42101028700,37980,Philadelphia-Camden-Wilmington,2.00,2
24510270302,12580,"Baltimore-Columbia-Towson, MD",2.00,2
36047086200,35620,"New York-Newark-Jersey City, N",2.00,2
47037016800,34980,Nashville-Davidson--Murfreesbo,2.00,2
36047016600,35620,"New York-Newark-Jersey City, N",2.00,2
06037141303,31100,"Los Angeles-Long Beach, CA",2.00,2
36047006600,35620,"New York-Newark-Jersey City, N",2.00,2
36047033300,35620,"New York-Newark-Jersey City, N",2.00,2
36047073400,35620,"New York-Newark-Jersey City, N",2.00,2
08101001800,39380,"Pueblo, CO",2.00,2
36005044901,35620,"New York-Newark-Jersey City, N",2.00,2
36047076400,35620,"New York-Newark-Jersey City, N",2.00,2
36005040302,35620,"New York-Newark-Jersey City, N",2.00,2
36047020600,35620,"New York-Newark-Jersey City, N",2.00,2
42101028600,37980,Philadelphia-Camden-Wilmington,2.00,2
53033005000,42660,"Seattle-Tacoma-Bellevue, WA",2.00,2
29095008300,28140,"Kansas City, MO-KS",2.00,2
26163542500,19820,"Detroit-Warren-Dearborn, MI",2.00,2
42101030900,37980,Philadelphia-Camden-Wilmington,2.00,2
36047016000,35620,"New York-Newark-Jersey City, N",2.00,2
27053109300,33460,Minneapolis-St. Paul-Bloomingt,2.00,2
29510107400,41180,"St. Louis, MO-IL",2.00,2
36047084800,35620,"New York-Newark-Jersey City, N",2.00,2
39035141602,17460,"Cleveland-Elyria, OH",2.00,2
36047063600,35620,"New York-Newark-Jersey City, N",2.00,2
36047093400,35620,"New York-Newark-Jersey City, N",2.00,2
26163536900,19820,"Detroit-Warren-Dearborn, MI",2.00,2
44007015500,39300,"Providence-Warwick, RI-MA",2.00,2
42101031501,37980,Philadelphia-Camden-Wilmington,2.00,2
42101033101,37980,Philadelphia-Camden-Wilmington,2.00,2
36081028300,35620,"New York-Newark-Jersey City, N",2.00,2
36047093600,35620,"New York-Newark-Jersey City, N",2.00,2
26163501300,19820,"Detroit-Warren-Dearborn, MI",2.00,2
42101026700,37980,Philadelphia-Camden-Wilmington,2.00,2
36047075000,35620,"New York-Newark-Jersey City, N",2.00,2
26163542900,19820,"Detroit-Warren-Dearborn, MI",2.00,2
36047005800,35620,"New York-Newark-Jersey City, N",2.00,2
31055000600,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
36047052000,35620,"New York-Newark-Jersey City, N",2.00,2
36047083800,35620,"New York-Newark-Jersey City, N",2.00,2
36047054600,35620,"New York-Newark-Jersey City, N",2.00,2
36005040701,35620,"New York-Newark-Jersey City, N",2.00,2
42101033500,37980,Philadelphia-Camden-Wilmington,2.00,2
36005044902,35620,"New York-Newark-Jersey City, N",2.00,2
26163500400,19820,"Detroit-Warren-Dearborn, MI",2.00,2
48029140500,41700,"San Antonio-New Braunfels, TX",2.00,2
55079006100,33340,"Milwaukee-Waukesha-West Allis,",2.00,2
55079006000,33340,"Milwaukee-Waukesha-West Allis,",2.00,2
36047074200,35620,"New York-Newark-Jersey City, N",2.00,2
47157002600,32820,"Memphis, TN-MS-AR",2.00,2
24510270502,12580,"Baltimore-Columbia-Towson, MD",2.00,2
55079009300,33340,"Milwaukee-Waukesha-West Allis,",2.00,2
27053009600,33460,Minneapolis-St. Paul-Bloomingt,2.00,2
27123036500,33460,Minneapolis-St. Paul-Bloomingt,2.00,2
24510270102,12580,"Baltimore-Columbia-Towson, MD",2.00,2
31055006000,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
49035103400,41620,"Salt Lake City, UT",2.00,2
06037216700,31100,"Los Angeles-Long Beach, CA",2.00,2
36047014000,35620,"New York-Newark-Jersey City, N",2.00,2
26163573701,19820,"Detroit-Warren-Dearborn, MI",2.00,2
42101031700,37980,Philadelphia-Camden-Wilmington,2.00,2
42101031502,37980,Philadelphia-Camden-Wilmington,2.00,2
42101026100,37980,Philadelphia-Camden-Wilmington,2.00,2
42101034100,37980,Philadelphia-Camden-Wilmington,2.00,2
31055003900,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
42101031200,37980,Philadelphia-Camden-Wilmington,2.00,2
36047016500,35620,"New York-Newark-Jersey City, N",2.00,2
08101002500,39380,"Pueblo, CO",2.00,2
42091202202,37980,Philadelphia-Camden-Wilmington,2.00,2
36047093800,35620,"New York-Newark-Jersey City, N",2.00,2
26075000900,27100,"Jackson, MI",2.00,2
47157001700,32820,"Memphis, TN-MS-AR",2.00,2
31055003401,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
06037212610,31100,"Los Angeles-Long Beach, CA",2.00,2
36061029500,35620,"New York-Newark-Jersey City, N",2.00,2
06037534700,31100,"Los Angeles-Long Beach, CA",2.00,2
24510270401,12580,"Baltimore-Columbia-Towson, MD",2.00,2
26163501900,19820,"Detroit-Warren-Dearborn, MI",2.00,2
36047064200,35620,"New York-Newark-Jersey City, N",2.00,2
27053109700,33460,Minneapolis-St. Paul-Bloomingt,2.00,2
42101030600,37980,Philadelphia-Camden-Wilmington,2.00,2
04013111700,38060,"Phoenix-Mesa-Scottsdale, AZ",2.00,2
42101030800,37980,Philadelphia-Camden-Wilmington,2.00,2
36061016500,35620,"New York-Newark-Jersey City, N",2.00,2
29510107200,41180,"St. Louis, MO-IL",2.00,2
06075032902,41860,"San Francisco-Oakland-Hayward,",2.00,2
42049002200,21500,"Erie, PA",2.00,2
36061016100,35620,"New York-Newark-Jersey City, N",2.00,2
24510270402,12580,"Baltimore-Columbia-Towson, MD",2.00,2
36047033500,35620,"New York-Newark-Jersey City, N",2.00,2
26163542400,19820,"Detroit-Warren-Dearborn, MI",2.00,2
36047013200,35620,"New York-Newark-Jersey City, N",2.00,2
42101025900,37980,Philadelphia-Camden-Wilmington,2.00,2
36047031900,35620,"New York-Newark-Jersey City, N",2.00,2
36047079601,35620,"New York-Newark-Jersey City, N",2.00,2
42101030700,37980,Philadelphia-Camden-Wilmington,2.00,2
36005024502,35620,"New York-Newark-Jersey City, N",2.00,2
36047075400,35620,"New York-Newark-Jersey City, N",2.00,2
36047050804,35620,"New York-Newark-Jersey City, N",2.00,2
39035140702,17460,"Cleveland-Elyria, OH",2.00,2
36005041900,35620,"New York-Newark-Jersey City, N",2.00,2
26075001000,27100,"Jackson, MI",2.00,2
04013111602,38060,"Phoenix-Mesa-Scottsdale, AZ",2.00,2
26163503900,19820,"Detroit-Warren-Dearborn, MI",2.00,2
06037216800,31100,"Los Angeles-Long Beach, CA",2.00,2
06037189905,31100,"Los Angeles-Long Beach, CA",2.00,2
42101033400,37980,Philadelphia-Camden-Wilmington,2.00,2
36061020300,35620,"New York-Newark-Jersey City, N",2.00,2
36047020400,35620,"New York-Newark-Jersey City, N",2.00,2
26163537000,19820,"Detroit-Warren-Dearborn, MI",2.00,2
31055007002,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
36081028100,35620,"New York-Newark-Jersey City, N",2.00,2
36047073600,35620,"New York-Newark-Jersey City, N",2.00,2
42101033600,37980,Philadelphia-Camden-Wilmington,2.00,2
36005040304,35620,"New York-Newark-Jersey City, N",2.00,2
31055002600,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
27123035700,33460,Minneapolis-St. Paul-Bloomingt,2.00,2
36047067400,35620,"New York-Newark-Jersey City, N",2.00,2
53033006800,42660,"Seattle-Tacoma-Bellevue, WA",2.00,2
42101031800,37980,Philadelphia-Camden-Wilmington,2.00,2
36047084000,35620,"New York-Newark-Jersey City, N",2.00,2
17031710600,16980,"Chicago-Naperville-Elgin, IL-I",2.00,2
06075035300,41860,"San Francisco-Oakland-Hayward,",2.00,2
48245006400,13140,"Beaumont-Port Arthur, TX",2.00,2
36055007100,40380,"Rochester, NY",2.00,2
42101031401,37980,Philadelphia-Camden-Wilmington,2.00,2
36047055000,35620,"New York-Newark-Jersey City, N",2.00,2
42101028300,37980,Philadelphia-Camden-Wilmington,2.00,2
06037189903,31100,"Los Angeles-Long Beach, CA",2.00,2
42101031300,37980,Philadelphia-Camden-Wilmington,2.00,2
24510150800,12580,"Baltimore-Columbia-Towson, MD",2.00,2
36047052600,35620,"New York-Newark-Jersey City, N",2.00,2
04013113203,38060,"Phoenix-Mesa-Scottsdale, AZ",2.00,2
42101031600,37980,Philadelphia-Camden-Wilmington,2.00,2
39035140701,17460,"Cleveland-Elyria, OH",2.00,2
48113001001,19100,"Dallas-Fort Worth-Arlington, T",2.00,2
36061027900,35620,"New York-Newark-Jersey City, N",2.00,2
48029190504,41700,"San Antonio-New Braunfels, TX",2.00,2
06037238100,31100,"Los Angeles-Long Beach, CA",2.00,2
17031020302,16980,"Chicago-Naperville-Elgin, IL-I",2.00,2
36047074000,35620,"New York-Newark-Jersey City, N",2.00,2
26163543000,19820,"Detroit-Warren-Dearborn, MI",2.00,2
42101033800,37980,Philadelphia-Camden-Wilmington,2.00,2
36047056400,35620,"New York-Newark-Jersey City, N",2.00,2
06037212620,31100,"Los Angeles-Long Beach, CA",2.00,2
29189216800,41180,"St. Louis, MO-IL",2.00,2
26163542800,19820,"Detroit-Warren-Dearborn, MI",2.00,2
26163504000,19820,"Detroit-Warren-Dearborn, MI",2.00,2
42101028500,37980,Philadelphia-Camden-Wilmington,2.00,2
36047073200,35620,"New York-Newark-Jersey City, N",2.00,2
36047006000,35620,"New York-Newark-Jersey City, N",2.00,2
42049002300,21500,"Erie, PA",2.00,2
26163536800,19820,"Detroit-Warren-Dearborn, MI",2.00,2
36047079602,35620,"New York-Newark-Jersey City, N",2.00,2
42101026000,37980,Philadelphia-Camden-Wilmington,2.00,2
17031020802,16980,"Chicago-Naperville-Elgin, IL-I",2.00,2
29510116100,41180,"St. Louis, MO-IL",2.00,2
36047013400,35620,"New York-Newark-Jersey City, N",2.00,2
36047074600,35620,"New York-Newark-Jersey City, N",2.00,2
36081077500,35620,"New York-Newark-Jersey City, N",2.00,2
42101026302,37980,Philadelphia-Camden-Wilmington,2.00,2
42101031000,37980,Philadelphia-Camden-Wilmington,2.00,2
36047027400,35620,"New York-Newark-Jersey City, N",2.00,2
17031020602,16980,"Chicago-Naperville-Elgin, IL-I",2.00,2
36047056000,35620,"New York-Newark-Jersey City, N",2.00,2
48439104701,19100,"Dallas-Fort Worth-Arlington, T",2.00,2
36047079801,35620,"New York-Newark-Jersey City, N",2.00,2
17031020801,16980,"Chicago-Naperville-Elgin, IL-I",2.00,2
36047051800,35620,"New York-Newark-Jersey City, N",2.00,2
06037577400,31100,"Los Angeles-Long Beach, CA",2.00,2
29510115300,41180,"St. Louis, MO-IL",2.00,2
36047006400,35620,"New York-Newark-Jersey City, N",2.00,2
36047075800,35620,"New York-Newark-Jersey City, N",2.00,2
36047054800,35620,"New York-Newark-Jersey City, N",2.00,2
36047114202,35620,"New York-Newark-Jersey City, N",2.00,2
36061020701,35620,"New York-Newark-Jersey City, N",2.00,2
36047085000,35620,"New York-Newark-Jersey City, N",2.00,2
36047051200,35620,"New York-Newark-Jersey City, N",2.00,2
36055002100,40380,"Rochester, NY",2.00,2
36047074800,35620,"New York-Newark-Jersey City, N",2.00,2
24510271801,12580,"Baltimore-Columbia-Towson, MD",2.00,2
36047076200,35620,"New York-Newark-Jersey City, N",2.00,2
06073007701,41740,"San Diego-Carlsbad, CA",2.00,2
36047073800,35620,"New York-Newark-Jersey City, N",2.00,2
36047006800,35620,"New York-Newark-Jersey City, N",2.00,2
36047074400,35620,"New York-Newark-Jersey City, N",2.00,2
36005040303,35620,"New York-Newark-Jersey City, N",2.00,2
42101026301,37980,Philadelphia-Camden-Wilmington,2.00,2
36061026700,35620,"New York-Newark-Jersey City, N",2.00,2
36005042300,35620,"New York-Newark-Jersey City, N",2.00,2
36047056200,35620,"New York-Newark-Jersey City, N",2.00,2
06037189904,31100,"Los Angeles-Long Beach, CA",2.00,2
36047065800,35620,"New York-Newark-Jersey City, N",2.00,2
36047051001,35620,"New York-Newark-Jersey City, N",2.00,2
36047065600,35620,"New York-Newark-Jersey City, N",2.00,2
36047064600,35620,"New York-Newark-Jersey City, N",2.00,2
36047050803,35620,"New York-Newark-Jersey City, N",2.00,2
36047050801,35620,"New York-Newark-Jersey City, N",2.00,2
36047064000,35620,"New York-Newark-Jersey City, N",2.00,2
36047051002,35620,"New York-Newark-Jersey City, N",2.00,2
42101021800,37980,Philadelphia-Camden-Wilmington,2.00,2
26163535600,19820,"Detroit-Warren-Dearborn, MI",2.00,2
42003472400,38300,"Pittsburgh, PA",2.00,2
34013020500,35620,"New York-Newark-Jersey City, N",2.00,2
39049005900,18140,"Columbus, OH",2.00,2
29510102400,41180,"St. Louis, MO-IL",2.00,2
42003465600,38300,"Pittsburgh, PA",2.00,2
24005401000,12580,"Baltimore-Columbia-Towson, MD",2.00,2
36061028500,35620,"New York-Newark-Jersey City, N",2.00,2
06075032700,41860,"San Francisco-Oakland-Hayward,",2.00,2
39095006100,45780,"Toledo, OH",2.00,2
26163504200,19820,"Detroit-Warren-Dearborn, MI",2.00,2
42101028800,37980,Philadelphia-Camden-Wilmington,2.00,2
31055005100,36540,"Omaha-Council Bluffs, NE-IA",2.00,2
36119005702,35620,"New York-Newark-Jersey City, N",2.00,2
36047027000,35620,"New York-Newark-Jersey City, N",2.00,2
39035140900,17460,"Cleveland-Elyria, OH",2.00,2
06075047702,41860,"San Francisco-Oakland-Hayward,",2.00,2
36081072300,35620,"New York-Newark-Jersey City, N",2.00,2
36085012100,35620,"New York-Newark-Jersey City, N",2.00,2
44007015600,39300,"Providence-Warwick, RI-MA",2.00,2
06037216100,31100,"Los Angeles-Long Beach, CA",2.00,2
36005029700,35620,"New York-Newark-Jersey City, N",2.00,2
06075047902,41860,"San Francisco-Oakland-Hayward,",2.00,2
36047076000,35620,"New York-Newark-Jersey City, N",2.00,2
26125160000,19820,"Detroit-Warren-Dearborn, MI",2.00,2
24510271900,12580,"Baltimore-Columbia-Towson, MD",2.00,2
48029190601,41700,"San Antonio-New Braunfels, TX",2.00,2
39095002100,45780,"Toledo, OH",2.00,2
06037216900,31100,"Los Angeles-Long Beach, CA",2.00,2
29510107600,41180,"St. Louis, MO-IL",2.00,2
55079005500,33340,"Milwaukee-Waukesha-West Allis,",2.00,2
26163574600,19820,"Detroit-Warren-Dearborn, MI",2.00,2
29510103400,41180,"St. Louis, MO-IL",2.00,2
44007015400,39300,"Providence-Warwick, RI-MA",2.00,2
39153506600,10420,"Akron, OH",2.00,2
42091202201,37980,Philadelphia-Camden-Wilmington,2.00,2
17031020601,16980,"Chicago-Naperville-Elgin, IL-I",2.00,2
06037530302,31100,"Los Angeles-Long Beach, CA",2.00,2
27053111200,33460,Minneapolis-St. Paul-Bloomingt,2.00,2
21111000900,31140,"Louisville/Jefferson County, K",2.00,2
26163574700,19820,"Detroit-Warren-Dearborn, MI",2.00,2
48439104100,19100,"Dallas-Fort Worth-Arlington, T",2.00,2
36047026600,35620,"New York-Newark-Jersey City, N",2.00,2
29095009100,28140,"Kansas City, MO-KS",2.00,2
26163536200,19820,"Detroit-Warren-Dearborn, MI",2.00,2
42101033300,37980,Philadelphia-Camden-Wilmington,2.00,2
42101038400,37980,Philadelphia-Camden-Wilmington,2.00,2
36047027200,35620,"New York-Newark-Jersey City, N",2.00,2
48245002400,13140,"Beaumont-Port Arthur, TX",2.00,2
06073001400,41740,"San Diego-Carlsbad, CA",2.00,2
42101021700,37980,Philadelphia-Camden-Wilmington,2.00,2
42101034000,37980,Philadelphia-Camden-Wilmington,2.00,2
40109102300,36420,"Oklahoma City, OK",2.00,2
48453000205,12420,"Austin-Round Rock, TX",2.00,2
36047084600,35620,"New York-Newark-Jersey City, N",2.00,2
55025000901,31540,"Madison, WI",2.00,2
36047062000,35620,"New York-Newark-Jersey City, N",2.00,2
17031430101,16980,"Chicago-Naperville-Elgin, IL-I",2.00,2
06037188201,31100,"Los Angeles-Long Beach, CA",2.00,2
39035140500,17460,"Cleveland-Elyria, OH",2.00,2
53033002800,42660,"Seattle-Tacoma-Bellevue, WA",2.00,2
36047026800,35620,"New York-Newark-Jersey City, N",2.00,2
42101033200,37980,Philadelphia-Camden-Wilmington,2.00,2
36047079802,35620,"New York-Newark-Jersey City, N",2.00,2
36047024600,35620,"New York-Newark-Jersey City, N",2.00,2
53033002700,42660,"Seattle-Tacoma-Bellevue, WA",2.00,2
36047087000,35620,"New York-Newark-Jersey City, N",2.00,2
42101033701,37980,Philadelphia-Camden-Wilmington,2.00,2
29510116301,41180,"St. Louis, MO-IL",2.00,2
06037141201,31100,"Los Angeles-Long Beach, CA",2.00,2
36061029100,35620,"New York-Newark-Jersey City, N",2.00,2
36047078400,35620,"New York-Newark-Jersey City, N",2.00,2
48113019600,19100,"Dallas-Fort Worth-Arlington, T",2.00,2
42101021200,37980,Philadelphia-Camden-Wilmington,2.00,2
09003416800,25540,Hartford-West Hartford-East Ha,2.00,2
36029004402,15380,Buffalo-Cheektowaga-Niagara Fa,2.00,2
24510260101,12580,"Baltimore-Columbia-Towson, MD",2.00,2
06075032901,41860,"San Francisco-Oakland-Hayward,",2.00,2
36061030300,35620,"New York-Newark-Jersey City, N",2.00,2
53033002900,42660,"Seattle-Tacoma-Bellevue, WA",2.00,2
36061029300,35620,"New York-Newark-Jersey City, N",2.00,2
53033003000,42660,"Seattle-Tacoma-Bellevue, WA",2.00,2
49035103000,41620,"Salt Lake City, UT",2.00,2
42101030502,37980,Philadelphia-Camden-Wilmington,2.00,2
36047020700,35620,"New York-Newark-Jersey City, N",2.00,2
